timestamp,count,coin_a_open,coin_a_high,coin_a_low,coin_a_close,coin_a_volume
2024-01-01T07:55:00Z,2,0.597250973,0.598260021,0.597250973,0.598260021,3839.352297
2024-01-01T08:30:00Z,1,0.594871612,0.594871612,0.594871612,0.594871612,176.508696
2024-01-01T09:00:00Z,2,0.593206012,0.596619198,0.593206012,0.593206012,3409.066774
2024-01-01T09:05:00Z,1,0.600184977,0.600184977,0.600184977,0.600184977,2559.526496
2024-01-01T09:40:00Z,1,0.597248833,0.597248833,0.597248833,0.597248833,1800
2024-01-01T10:00:00Z,1,0.600878484,0.600878484,0.600878484,0.600878484,1835.13628
2024-01-01T11:10:00Z,6,0.610496511,0.613530808,0.602569719,0.603514871,19745.41736
2024-01-01T11:40:00Z,1,0.60466365,0.60466365,0.60466365,0.60466365,1.626107
2024-01-01T11:50:00Z,1,0.605383311,0.605383311,0.605383311,0.605383311,825.922979
2024-01-01T12:40:00Z,2,0.598764031,0.600817833,0.598764031,0.598764031,6841.168901
2024-01-01T12:55:00Z,1,0.604652316,0.604652316,0.604652316,0.604652316,1906.852462
2024-01-01T13:10:00Z,1,0.600175611,0.600175611,0.600175611,0.600175611,2913.333308
2024-01-01T13:15:00Z,1,0.602148466,0.602148466,0.602148466,0.602148466,1015.482054
2024-01-01T13:50:00Z,4,0.61025472,0.612429502,0.605685081,0.61025472,14209.89022
2024-01-01T13:55:00Z,8,0.614127261,0.619897085,0.609399005,0.61771826,27219.24593
2024-01-01T14:00:00Z,1,0.61091684,0.61091684,0.61091684,0.61091684,1901.760542
2024-01-01T14:10:00Z,1,0.608497917,0.608497917,0.608497917,0.608497917,821.695242
2024-01-01T14:15:00Z,1,0.612003719,0.612003719,0.612003719,0.612003719,640.400679
2024-01-01T14:45:00Z,1,0.608871007,0.608871007,0.608871007,0.608871007,40
2024-01-01T15:00:00Z,1,0.606765189,0.606765189,0.606765189,0.606765189,2350
2024-01-01T15:45:00Z,1,0.61051701,0.61051701,0.61051701,0.61051701,2456.933317
2024-01-01T15:50:00Z,1,0.609036024,0.609036024,0.609036024,0.609036024,2
2024-01-01T15:55:00Z,1,0.613189961,0.613189961,0.613189961,0.613189961,543.061634
2024-01-01T16:05:00Z,1,0.608688665,0.608688665,0.608688665,0.608688665,1483
2024-01-01T16:25:00Z,1,0.607313881,0.607313881,0.607313881,0.607313881,20
2024-01-01T16:50:00Z,4,0.618228466,0.62040474,0.614765688,0.618228466,12822.62627
2024-01-01T16:55:00Z,1,0.611745389,0.611745389,0.611745389,0.611745389,1740.3181
2024-01-01T18:05:00Z,3,0.602623824,0.602623824,0.599578616,0.599578616,11264.89693
2024-01-01T18:10:00Z,1,0.605893893,0.605893893,0.605893893,0.605893893,3000
2024-01-01T18:20:00Z,3,0.609048636,0.612183555,0.605271552,0.605271552,10196.41356
2024-01-01T18:25:00Z,3,0.603052289,0.606659176,0.603052289,0.606659176,2883.108178
2024-01-01T18:30:00Z,1,0.609516008,0.609516008,0.609516008,0.609516008,1584.477639
2024-01-01T18:35:00Z,1,0.611023972,0.611023972,0.611023972,0.611023972,112.12038
2024-01-01T18:50:00Z,3,0.605093557,0.613310682,0.602582427,0.602582427,11018.42826
2024-01-01T18:55:00Z,5,0.615503928,0.62158903,0.611270483,0.619427092,16016.42508
2024-01-01T19:00:00Z,1,0.616506848,0.616506848,0.616506848,0.616506848,788.312571
2024-01-01T19:05:00Z,1,0.613689699,0.613689699,0.613689699,0.613689699,2350
2024-01-01T19:55:00Z,1,0.615323651,0.615323651,0.615323651,0.615323651,58.420679
2024-01-01T20:05:00Z,1,0.615595244,0.615595244,0.615595244,0.615595244,243.67034
2024-01-01T20:20:00Z,1,0.615972537,0.615972537,0.615972537,0.615972537,175.4046
2024-01-01T20:30:00Z,1,0.616950721,0.616950721,0.616950721,0.616950721,910.017433
2024-01-01T20:55:00Z,1,0.614059381,0.614059381,0.614059381,0.614059381,15
2024-01-01T21:05:00Z,1,0.620503675,0.620503675,0.620503675,0.620503675,3038.509461
2024-01-01T21:10:00Z,1,0.618814945,0.618814945,0.618814945,0.618814945,807.996124
2024-01-01T21:25:00Z,1,0.618056139,0.618056139,0.618056139,0.618056139,28
2024-01-01T21:30:00Z,1,0.615913733,0.615913733,0.615913733,0.615913733,2350
2024-01-01T21:35:00Z,1,0.609475144,0.609475144,0.609475144,0.609475144,4866.666618
2024-01-01T21:45:00Z,1,0.60481103,0.60481103,0.60481103,0.60481103,410
2024-01-01T21:55:00Z,1,0.608770557,0.608770557,0.608770557,0.608770557,845.71902
2024-01-01T22:05:00Z,4,0.611640622,0.624805139,0.611640622,0.618282744,11028.87039
2024-01-01T22:10:00Z,2,0.626731345,0.626731345,0.624192841,0.626731345,4532.677755
2024-01-01T22:15:00Z,4,0.629725698,0.629725698,0.624095841,0.626098411,7912.596325
2024-01-01T22:20:00Z,1,0.620027765,0.620027765,0.620027765,0.620027765,3000
2024-01-01T22:30:00Z,3,0.622508798,0.622508798,0.618453668,0.620721676,4029.297587
2024-01-01T22:50:00Z,1,0.623403697,0.623403697,0.623403697,0.623403697,2585.885367
2024-01-01T23:05:00Z,2,0.628443083,0.628443083,0.625498835,0.628443083,4877.225131
2024-01-01T23:25:00Z,1,0.627783041,0.627783041,0.627783041,0.627783041,398.226728
2024-01-01T23:30:00Z,6,0.636246451,0.639119345,0.626772984,0.636246451,16994.20899
2024-01-01T23:35:00Z,1,0.629133406,0.629133406,0.629133406,0.629133406,476.846378
2024-01-01T23:40:00Z,1,0.625511356,0.625511356,0.625511356,0.625511356,319.738364
2024-01-02T00:05:00Z,5,0.638010225,0.641783439,0.631657273,0.631657273,16692.18459
2024-01-02T00:15:00Z,1,0.629175761,0.629175761,0.629175761,0.629175761,757
2024-01-02T00:20:00Z,1,0.63299873,0.63299873,0.63299873,0.63299873,789.891085
2024-01-02T00:30:00Z,2,0.629015873,0.629015873,0.627863844,0.627863844,1240
2024-01-02T00:45:00Z,1,0.635118631,0.635118631,0.635118631,0.635118631,3936.272333
2024-01-02T00:50:00Z,4,0.642562023,0.642562023,0.631142994,0.631142994,10610.19149
2024-01-02T00:55:00Z,1,0.637237753,0.637237753,0.637237753,0.637237753,3923.183213
2024-01-02T01:00:00Z,2,0.636205568,0.636205568,0.634981916,0.634981916,1294.969507
2024-01-02T01:10:00Z,1,0.640675323,0.640675323,0.640675323,0.640675323,2274.197632
2024-01-02T01:15:00Z,8,0.637201614,0.657714298,0.637201614,0.651124329,24904.62875
2024-01-02T01:45:00Z,1,0.636644223,0.636644223,0.636644223,0.636644223,1901.760542
2024-01-02T02:10:00Z,3,0.633020368,0.638631183,0.633020368,0.636646655,7683.41348
2024-01-02T02:15:00Z,3,0.633908394,0.640492308,0.633908394,0.633908394,7093.431508
2024-01-02T02:20:00Z,1,0.635072649,0.635072649,0.635072649,0.635072649,1213.235262
2024-01-02T02:30:00Z,2,0.6314706,0.63650442,0.6314706,0.6314706,6556.4875
2024-01-02T03:10:00Z,9,0.628273304,0.634761441,0.620795276,0.622781341,35793.95349
2024-01-02T03:15:00Z,33,0.620299294,0.639079317,0.561878562,0.624379133,128108.0624
2024-01-02T03:20:00Z,2,0.626260349,0.629265238,0.626260349,0.629265238,3244.891719
2024-01-02T03:55:00Z,11,0.668587295,0.668587295,0.638187344,0.638187344,17750
2024-01-02T04:00:00Z,1,0.64072253,0.64072253,0.64072253,0.64072253,80.090675
2024-01-02T04:20:00Z,1,0.636091042,0.636091042,0.636091042,0.636091042,950
2024-01-02T04:25:00Z,1,0.639863632,0.639863632,0.639863632,0.639863632,882.256313
2024-01-02T05:10:00Z,1,0.636237141,0.636237141,0.636237141,0.636237141,660.696693
2024-01-02T05:20:00Z,1,0.630370759,0.630370759,0.630370759,0.630370759,5819.579946
2024-01-02T05:30:00Z,1,0.630480054,0.630480054,0.630480054,0.630480054,1744.70274
2024-01-02T05:35:00Z,1,0.632716772,0.632716772,0.632716772,0.632716772,719.240275
2024-01-02T06:25:00Z,1,0.629523916,0.629523916,0.629523916,0.629523916,60
2024-01-02T07:25:00Z,1,0.635173091,0.635173091,0.635173091,0.635173091,2092.878218
2024-01-02T07:50:00Z,1,0.632822877,0.632822877,0.632822877,0.632822877,500
2024-01-02T08:20:00Z,5,0.64181392,0.642163011,0.63226752,0.633834062,15163.90059
2024-01-02T08:30:00Z,1,0.635261861,0.635261861,0.635261861,0.635261861,550.953974
2024-01-02T08:55:00Z,1,0.638177162,0.638177162,0.638177162,0.638177162,2653.121074
2024-01-02T09:10:00Z,1,0.641753785,0.641753785,0.641753785,0.641753785,1246.584332
2024-01-02T09:50:00Z,3,0.643047944,0.643047944,0.638125443,0.638125443,1796.280493
2024-01-02T10:20:00Z,1,0.641610494,0.641610494,0.641610494,0.641610494,311.715582
2024-01-02T10:25:00Z,2,0.644170929,0.644170929,0.641115233,0.644170929,4062.362264
2024-01-02T10:30:00Z,1,0.635650321,0.635650321,0.635650321,0.635650321,4391.4
2024-01-02T10:35:00Z,1,0.635660827,0.635660827,0.635660827,0.635660827,202.326317
2024-01-02T10:45:00Z,2,0.625842541,0.625842541,0.624778204,0.625842541,8491.645858
2024-01-02T10:50:00Z,1,0.627392325,0.627392325,0.627392325,0.627392325,1413.368747
2024-01-02T10:55:00Z,1,0.624604547,0.624604547,0.624604547,0.624604547,320.202589
2024-01-02T11:05:00Z,1,0.62918922,0.62918922,0.62918922,0.62918922,1239.690341
2024-01-02T11:10:00Z,1,0.630301227,0.630301227,0.630301227,0.630301227,0.859135
2024-01-02T11:30:00Z,1,0.625993765,0.625993765,0.625993765,0.625993765,600
2024-01-02T12:00:00Z,2,0.629032096,0.629384846,0.629032096,0.629384846,395.244864
2024-01-02T12:05:00Z,1,0.630031193,0.630031193,0.630031193,0.630031193,405.163985
2024-01-02T12:25:00Z,1,0.6252028,0.6252028,0.6252028,0.6252028,1600
2024-01-02T12:30:00Z,2,0.622557241,0.626497721,0.622557241,0.622557241,3012.137186
2024-01-02T12:35:00Z,1,0.628786474,0.628786474,0.628786474,0.628786474,960.051108
2024-01-02T13:00:00Z,1,0.630920797,0.630920797,0.630920797,0.630920797,1426.486719
2024-01-02T13:05:00Z,2,0.626999344,0.626999344,0.625573181,0.625573181,1604.898303
2024-01-02T13:20:00Z,1,0.62955364,0.62955364,0.62955364,0.62955364,245.438841
2024-01-02T13:30:00Z,1,0.623650965,0.623650965,0.623650965,0.623650965,2665
2024-01-02T13:50:00Z,1,0.62547184,0.62547184,0.62547184,0.62547184,479.637983
2024-01-02T14:25:00Z,1,0.626342722,0.626342722,0.626342722,0.626342722,645.46264
2024-01-02T14:30:00Z,1,0.629761786,0.629761786,0.629761786,0.629761786,3194.517646
2024-01-02T14:35:00Z,2,0.626994234,0.626994234,0.624932429,0.624932429,2322.667762
2024-01-02T14:50:00Z,2,0.62304209,0.625118773,0.62304209,0.625118773,1907.639608
2024-01-02T14:55:00Z,2,0.619719218,0.619719218,0.617192134,0.617192134,2901.760542
2024-01-02T15:00:00Z,1,0.620742097,0.620742097,0.620742097,0.620742097,805.487549
2024-01-02T15:15:00Z,1,0.617582067,0.617582067,0.617582067,0.617582067,165
2024-01-02T15:25:00Z,3,0.613928189,0.619728435,0.613928189,0.619728435,8935.372284
2024-01-02T15:30:00Z,1,0.624324559,0.624324559,0.624324559,0.624324559,2000
2024-01-02T15:35:00Z,1,0.626725846,0.626725846,0.626725846,0.626725846,712.285398
2024-01-02T15:40:00Z,1,0.622190034,0.622190034,0.622190034,0.622190034,1607.225773
2024-01-02T16:00:00Z,2,0.627813783,0.627813783,0.626735666,0.626735666,4414.003027
2024-01-02T16:05:00Z,1,0.630031193,0.630031193,0.630031193,0.630031193,158.722275
2024-01-02T16:10:00Z,2,0.626345076,0.626345076,0.625853508,0.626345076,555.323586
2024-01-02T16:30:00Z,1,0.629325432,0.629325432,0.629325432,0.629325432,158.90031
2024-01-02T16:35:00Z,1,0.629609132,0.629609132,0.629609132,0.629609132,158.828667
2024-01-02T16:50:00Z,1,0.630105826,0.630105826,0.630105826,0.630105826,396.758748
2024-01-02T16:55:00Z,1,0.623598074,0.623598074,0.623598074,0.623598074,3500
2024-01-02T17:00:00Z,1,0.624266487,0.624266487,0.624266487,0.624266487,10.02093
2024-01-02T17:20:00Z,1,0.625128151,0.625128151,0.625128151,0.625128151,966.660257
2024-01-02T17:35:00Z,2,0.622178034,0.626484769,0.622178034,0.626484769,757.254489
2024-01-02T17:50:00Z,1,0.627807871,0.627807871,0.627807871,0.627807871,796.422026
2024-01-02T17:55:00Z,2,0.622993571,0.626199956,0.622993571,0.626199956,3381.517569
2024-01-02T18:05:00Z,1,0.622257788,0.622257788,0.622257788,0.622257788,1607.050611
2024-01-02T18:20:00Z,1,0.625028517,0.625028517,0.625028517,0.625028517,498.972072
2024-01-02T19:10:00Z,1,0.626883,0.626883,0.626883,0.626883,1595.193976
2024-01-02T19:25:00Z,1,0.624054557,0.624054557,0.624054557,0.624054557,550
2024-01-02T19:35:00Z,1,0.622690596,0.622690596,0.622690596,0.622690596,1000
2024-01-02T21:00:00Z,1,0.62077331,0.62077331,0.62077331,0.62077331,443.77944
2024-01-02T21:05:00Z,4,0.621374667,0.622851163,0.61536303,0.61536303,5592.058641
2024-01-02T21:30:00Z,1,0.613624175,0.613624175,0.613624175,0.613624175,22
2024-01-02T21:45:00Z,3,0.611053468,0.615144614,0.611053468,0.615144614,4854.295609
2024-01-02T22:30:00Z,1,0.610140784,0.610140784,0.610140784,0.610140784,1799
2024-01-02T23:45:00Z,2,0.607835855,0.614239673,0.607835855,0.607835855,5047.71198
2024-01-03T00:30:00Z,1,0.608695335,0.608695335,0.608695335,0.608695335,6333.33327
2024-01-03T00:35:00Z,1,0.608329861,0.608329861,0.608329861,0.608329861,1610.968219
2024-01-03T00:40:00Z,1,0.609980005,0.609980005,0.609980005,0.609980005,327.87955
2024-01-03T01:05:00Z,1,0.606595513,0.606595513,0.606595513,0.606595513,10
2024-01-03T01:10:00Z,5,0.600503582,0.607978872,0.599385989,0.599385989,14222.49855
2024-01-03T01:25:00Z,1,0.605350695,0.605350695,0.605350695,0.605350695,830
2024-01-03T01:35:00Z,1,0.608365389,0.608365389,0.608365389,0.608365389,83.009324
2024-01-03T01:45:00Z,1,0.604765674,0.604765674,0.604765674,0.604765674,30
2024-01-03T02:05:00Z,1,0.610006423,0.610006423,0.610006423,0.610006423,1907.240316
2024-01-03T02:20:00Z,1,0.614528435,0.614528435,0.614528435,0.614528435,3367.448118
2024-01-03T02:35:00Z,1,0.613600078,0.613600078,0.613600078,0.613600078,166.232015
2024-01-03T02:50:00Z,1,0.617297668,0.617297668,0.617297668,0.617297668,165.203445
2024-01-03T02:55:00Z,1,0.618304535,0.618304535,0.618304535,0.618304535,994.655542
2024-01-03T04:25:00Z,1,0.611308971,0.611308971,0.611308971,0.611308971,4847.309103
2024-01-03T04:55:00Z,1,0.612366871,0.612366871,0.612366871,0.612366871,1796.308347
2024-01-03T05:20:00Z,1,0.610033588,0.610033588,0.610033588,0.610033588,235
2024-01-03T05:55:00Z,2,0.613870904,0.616788236,0.613870904,0.616788236,3380.722818
2024-01-03T08:50:00Z,2,0.619933977,0.619933977,0.61709387,0.61709387,3000.213313
2024-01-03T11:10:00Z,1,0.614849602,0.614849602,0.614849602,0.614849602,1598.533152
2024-01-03T11:15:00Z,1,0.61855466,0.61855466,0.61855466,0.61855466,1597.704809
2024-01-03T11:30:00Z,1,0.61483259,0.61483259,0.61483259,0.61483259,1626.459489
2024-01-03T11:45:00Z,1,0.618490771,0.618490771,0.618490771,0.618490771,1568.583675
2024-01-03T11:50:00Z,1,0.615000098,0.615000098,0.615000098,0.615000098,1328.776449
2024-01-03T11:55:00Z,2,0.612219909,0.61357937,0.612219909,0.61357937,1951.65516
2024-01-03T12:00:00Z,3,0.608247717,0.608247717,0.604864441,0.604864441,5611.365539
2024-01-03T12:05:00Z,1,0.604520361,0.604520361,0.604520361,0.604520361,1640
2024-01-03T12:10:00Z,8,0.601414045,0.601414045,0.592467955,0.596687905,15598.70627
2024-01-03T12:15:00Z,7,0.591515071,0.591515071,0.582321307,0.582321307,13184.14846
2024-01-03T12:20:00Z,2,0.585521574,0.590952633,0.585521574,0.590952633,6721.247971
2024-01-03T12:25:00Z,21,0.585232021,0.595881505,0.572306326,0.582708476,63240.02337
2024-01-03T12:30:00Z,4,0.573671792,0.575061316,0.570115676,0.570115676,7653.032019
2024-01-03T12:35:00Z,10,0.57789405,0.578412155,0.566268731,0.571350215,20606.5727
2024-01-03T12:40:00Z,3,0.562053203,0.562622406,0.561921818,0.561921818,5928.714452
2024-01-03T12:45:00Z,1,0.563349813,0.563349813,0.563349813,0.563349813,388.767741
2024-01-03T12:50:00Z,9,0.559437117,0.573722807,0.551116617,0.573722807,42527.99349
2024-01-03T12:55:00Z,7,0.571315288,0.579761567,0.571315288,0.578172708,13581.18727
2024-01-03T13:00:00Z,9,0.571967528,0.58526319,0.571967528,0.581923478,25436.23587
2024-01-03T13:05:00Z,7,0.578858803,0.581182136,0.570592572,0.577232229,17932.54342
2024-01-03T13:10:00Z,1,0.572702917,0.572702917,0.572702917,0.572702917,174.610603
2024-01-03T13:15:00Z,4,0.575062969,0.581523825,0.575062969,0.581523825,6136.505359
2024-01-03T13:20:00Z,1,0.577632009,0.577632009,0.577632009,0.577632009,1731.206436
2024-01-03T13:25:00Z,3,0.584642494,0.584642494,0.577343872,0.577343872,14157.60846
2024-01-03T13:30:00Z,7,0.571924348,0.576461243,0.571924348,0.575640285,10105.16805
2024-01-03T13:35:00Z,5,0.57186286,0.575371345,0.569778168,0.569778168,7185.159356
2024-01-03T13:40:00Z,3,0.574427081,0.574427081,0.571259805,0.574427081,4972.775832
2024-01-03T13:45:00Z,2,0.570665836,0.574372312,0.570665836,0.570665836,2953.668596
2024-01-03T13:50:00Z,1,0.570668115,0.570668115,0.570668115,0.570668115,2000
2024-01-03T13:55:00Z,8,0.567642236,0.571225542,0.563062112,0.563062112,9670.888042
2024-01-03T14:00:00Z,3,0.560236016,0.562393005,0.560236016,0.562393005,4970.929135
2024-01-03T14:10:00Z,6,0.570670069,0.572038855,0.566259432,0.56784982,23645.33286
2024-01-03T14:15:00Z,4,0.563213697,0.563213697,0.557596358,0.560316063,6482.395444
2024-01-03T14:20:00Z,4,0.568353939,0.571587309,0.563741712,0.568353939,18659.59534
2024-01-03T14:25:00Z,4,0.558834049,0.560834567,0.556156514,0.556156514,4805.592596
2024-01-03T14:30:00Z,3,0.559103377,0.56056294,0.559103377,0.56056294,1152.297943
2024-01-03T14:45:00Z,8,0.56336473,0.57430403,0.561254471,0.566533078,26864.62654
2024-01-03T14:50:00Z,2,0.56333585,0.56333585,0.559556697,0.559556697,5024.350857
2024-01-03T14:55:00Z,1,0.557170732,0.557170732,0.557170732,0.557170732,164
2024-01-03T15:10:00Z,2,0.560810034,0.562259248,0.560810034,0.562259248,1925.854049
2024-01-03T15:15:00Z,2,0.55929788,0.562431911,0.55929788,0.562431911,1385.940145
2024-01-03T15:20:00Z,4,0.563784301,0.56500048,0.560330819,0.560330819,4178.329971
2024-01-03T15:35:00Z,3,0.567332753,0.569309439,0.567332753,0.569309439,1963.842877
2024-01-03T15:55:00Z,1,0.571734368,0.571734368,0.571734368,0.571734368,2792.033179
2024-01-03T16:05:00Z,1,0.568545235,0.568545235,0.568545235,0.568545235,2500
2024-01-03T16:15:00Z,4,0.560672313,0.564609062,0.55857278,0.564609062,12746.68991
2024-01-03T16:20:00Z,1,0.567007533,0.567007533,0.567007533,0.567007533,2102.524411
2024-01-03T16:25:00Z,2,0.564718426,0.568201189,0.564718426,0.568201189,1403.067059
2024-01-03T16:30:00Z,1,0.570127378,0.570127378,0.570127378,0.570127378,1755.154252
2024-01-03T16:35:00Z,1,0.566913992,0.566913992,0.566913992,0.566913992,1500
2024-01-03T16:40:00Z,1,0.570053927,0.570053927,0.570053927,0.570053927,1140.243
2024-01-03T17:00:00Z,3,0.567003996,0.573952981,0.567003996,0.567003996,7494.733495
2024-01-03T17:05:00Z,1,0.570740096,0.570740096,0.570740096,0.570740096,1752.110684
2024-01-03T17:15:00Z,2,0.567480206,0.569042171,0.567480206,0.569042171,2573.670234
2024-01-03T17:20:00Z,3,0.565162055,0.569450463,0.565162055,0.569450463,1668.749311
2024-01-03T17:30:00Z,2,0.569586691,0.569586691,0.56595722,0.569586691,461.782935
2024-01-03T17:45:00Z,3,0.56553505,0.568867044,0.56553505,0.568819154,242.455203
2024-01-03T17:50:00Z,3,0.572943434,0.575176421,0.572330237,0.575176421,7662.74385
2024-01-03T17:55:00Z,1,0.566604661,0.566604661,0.566604661,0.566604661,7533.333258
2024-01-03T18:05:00Z,1,0.56477743,0.56477743,0.56477743,0.56477743,685.225493
2024-01-03T18:10:00Z,2,0.569048,0.569048,0.56877386,0.569048,5724.614437
2024-01-03T18:15:00Z,1,0.571627498,0.571627498,0.571627498,0.571627498,75.223794
2024-01-03T18:20:00Z,1,0.572407224,0.572407224,0.572407224,0.572407224,933.001638
2024-01-03T18:25:00Z,1,0.568894229,0.568894229,0.568894229,0.568894229,1047.646244
2024-01-03T18:35:00Z,2,0.566362058,0.568173425,0.566362058,0.568173425,2443.360722
2024-01-03T18:40:00Z,1,0.569091071,0.569091071,0.569091071,0.569091071,1019.776801
2024-01-03T18:45:00Z,1,0.5650174,0.5650174,0.5650174,0.5650174,1901.760542
2024-01-03T18:50:00Z,2,0.570739119,0.570739119,0.568239288,0.570739119,8646.293385
2024-01-03T18:55:00Z,1,0.565077424,0.565077424,0.565077424,0.565077424,400
2024-01-03T19:00:00Z,1,0.564341411,0.564341411,0.564341411,0.564341411,570
2024-01-03T19:10:00Z,1,0.567400031,0.567400031,0.567400031,0.567400031,121.365478
2024-01-03T19:15:00Z,1,0.567807581,0.567807581,0.567807581,0.567807581,411.611282
2024-01-03T19:25:00Z,1,0.568190858,0.568190858,0.568190858,0.568190858,87.998602
2024-01-03T19:30:00Z,1,0.564046969,0.564046969,0.564046969,0.564046969,1065
2024-01-03T19:35:00Z,2,0.566709661,0.566709661,0.561692041,0.561692041,2354
2024-01-03T19:40:00Z,1,0.566335436,0.566335436,0.566335436,0.566335436,3904.499165
2024-01-03T19:45:00Z,1,0.569393721,0.569393721,0.569393721,0.569393721,87.812686
2024-01-03T20:05:00Z,1,0.564077513,0.564077513,0.564077513,0.564077513,2600
2024-01-03T20:20:00Z,2,0.565897649,0.565897649,0.56111118,0.565897649,2920.002385
2024-01-03T20:30:00Z,1,0.562738918,0.562738918,0.562738918,0.562738918,72.883787
2024-01-03T21:05:00Z,1,0.563464722,0.563464722,0.563464722,0.563464722,887.366967
2024-01-03T21:30:00Z,1,0.564460229,0.564460229,0.564460229,0.564460229,425.184882
2024-01-03T22:10:00Z,3,0.565474289,0.565725093,0.562338293,0.565725093,2065.487573
2024-01-03T22:20:00Z,1,0.566837511,0.566837511,0.566837511,0.566837511,882.086927
2024-01-03T22:50:00Z,3,0.571584042,0.57332546,0.570934957,0.57332546,7337.80168
2024-01-03T22:55:00Z,1,0.56673953,0.56673953,0.56673953,0.56673953,4472.101718
2024-01-03T23:10:00Z,1,0.559575171,0.559575171,0.559575171,0.559575171,5000
2024-01-03T23:20:00Z,3,0.554062358,0.560300994,0.554062358,0.560300994,7062.061421
2024-01-03T23:45:00Z,1,0.557050307,0.557050307,0.557050307,0.557050307,2920
2024-01-03T23:50:00Z,1,0.558427736,0.558427736,0.558427736,0.558427736,275.296889
2024-01-03T23:55:00Z,2,0.554511534,0.558406219,0.554511534,0.554511534,2840.811032
2024-01-04T00:05:00Z,1,0.562022878,0.562022878,0.562022878,0.562022878,3015.429357
2024-01-04T00:20:00Z,1,0.565502749,0.565502749,0.565502749,0.565502749,1558.853879
2024-01-04T01:20:00Z,1,0.561284713,0.561284713,0.561284713,0.561284713,2668.430104
2024-01-04T01:25:00Z,2,0.562774071,0.563192128,0.562774071,0.563192128,550.567574
2024-01-04T01:35:00Z,1,0.565496353,0.565496353,0.565496353,0.565496353,2652.537527
2024-01-04T01:55:00Z,1,0.562099645,0.562099645,0.562099645,0.562099645,2680
2024-01-04T02:05:00Z,1,0.564750318,0.564750318,0.564750318,0.564750318,1713.738137
2024-01-04T02:15:00Z,2,0.558359451,0.558836859,0.558359451,0.558836859,7640.59161
2024-01-04T02:35:00Z,2,0.556774273,0.560300052,0.556774273,0.560300052,607.224603
2024-01-04T02:40:00Z,1,0.556197345,0.556197345,0.556197345,0.556197345,1420.359217
2024-01-04T02:55:00Z,1,0.559916057,0.559916057,0.559916057,0.559916057,1907.327767
2024-01-04T03:15:00Z,3,0.562701869,0.567940766,0.562701869,0.562701869,8453.05712
2024-01-04T03:35:00Z,1,0.569467975,0.569467975,0.569467975,0.569467975,96.581362
2024-01-04T04:05:00Z,1,0.565175789,0.565175789,0.565175789,0.565175789,1000
2024-01-04T04:55:00Z,1,0.563651469,0.563651469,0.563651469,0.563651469,1000
2024-01-04T05:40:00Z,1,0.568919798,0.568919798,0.568919798,0.568919798,3431.624784
2024-01-04T05:45:00Z,1,0.566843295,0.566843295,0.566843295,0.566843295,1707
2024-01-04T06:05:00Z,8,0.569821999,0.585934982,0.569821999,0.583042444,23949.36008
2024-01-04T06:25:00Z,1,0.570328652,0.570328652,0.570328652,0.570328652,1753.374845
2024-01-04T07:15:00Z,1,0.572865318,0.572865318,0.572865318,0.572865318,597.23705
2024-01-04T07:55:00Z,2,0.574015248,0.574015248,0.569800894,0.574015248,2757.62409
2024-01-04T08:00:00Z,1,0.564698654,0.564698654,0.564698654,0.564698654,4764.3672
2024-01-04T08:05:00Z,2,0.559785983,0.563096037,0.559785983,0.559785983,3316.065572
2024-01-04T08:25:00Z,1,0.560637737,0.560637737,0.560637737,0.560637737,410
